epoch,train_loss,val_loss,val_accuracy
1,0.7831299679238659,0.5118856364387577,81.97596795727637
2,0.4702293200851249,0.3594260641957744,86.16822429906541
3,0.34095449621743484,0.2815427470447148,89.23898531375167
4,0.2718184736094622,0.24167741745931365,91.10814419225635
5,0.21368288882632755,0.17618889926727546,93.88518024032044
6,0.17971613654084423,0.15139993718998918,94.49933244325767
7,0.15277936369347483,0.13803796689578537,95.40720961281708
8,0.13410746095094409,0.12208338233373933,95.7543391188251
9,0.1212873557018541,0.10598242137150965,96.60881174899868
10,0.1071404577987487,0.1204048377832682,95.94125500667556
11,0.09254704585978027,0.10456052981613015,96.3150867823765
12,0.08793301704818252,0.08463430124871685,97.40987983978638
13,0.07730771861632844,0.08326083670557236,97.16955941255007
14,0.06784962239424025,0.07528736469211546,97.75700934579439
15,0.07210328504080767,0.0788533986062433,97.48998664886516
16,0.05895120026404733,0.07493999217423784,97.70360480640853
17,0.05290944539784972,0.08827596218093353,97.38317757009347
18,0.05192917113133799,0.10151157961365119,97.00934579439252
19,0.0481886185730732,0.07287539116608105,97.70360480640853
20,0.04120660990974042,0.1011309891873063,97.30307076101468
21,0.047234823748316446,0.07237965822405078,98.05073431241655
22,0.04107269388251205,0.07946159744411273,97.81041388518024
23,0.03555247262837603,0.06843152460326457,98.07743658210948
24,0.04031609493453723,0.07008308778621525,97.89052069425901
25,0.034559927124095446,0.10208000603867376,97.11615487316422
26,0.028683830179578897,0.07992523292625141,97.94392523364486
27,0.03557084453677429,0.1062385880870999,97.06275033377837
28,0.03246827463349844,0.08138256496219537,97.81041388518024
29,0.02825190201126186,0.07998615204956816,98.07743658210948
30,0.030990564476833668,0.05633010809562343,98.58477970627504
