epoch,train_loss,val_loss,val_accuracy
1,0.8335094466905466,0.5811687883914717,80.42383550146873
2,0.576137907128006,0.6176216292301281,79.43768359211079
3,0.4617916871637306,0.42658095011775127,82.9626521191775
4,0.38596093458367275,0.32241008630734963,86.97020562316408
5,0.3357639539886841,0.28837107721991184,89.026437263953
6,0.28369834375311465,0.25214458049443744,90.97775912715065
7,0.2348805926115121,0.2217079264255578,92.38355014687369
8,0.1944502317971681,0.17391971702493678,94.41879983214434
9,0.17215104843646087,0.16732082420947567,94.3978178766261
10,0.15167140889437808,0.16647524541656442,94.58665547629039
11,0.1419376482180751,0.12437674208487941,95.92950062945866
12,0.1245008028954605,0.11426182848482624,96.43306756189676
13,0.11647207444321189,0.10338275252072603,96.70583298363408
14,0.09771331681732413,0.10520130947182242,96.62190516156106
15,0.10731623262704519,0.10200726577462066,96.74779689467059
16,0.09465128170746698,0.11116856597863987,96.3281577843055
17,0.0840699177265836,0.09221427389201801,97.04154427192614
18,0.08201847944936821,0.09454759149562142,97.12547209399916
19,0.07167618464555078,0.09966222796082846,97.12547209399916
20,0.06838610240523141,0.08143410130619577,97.39823751573647
21,0.06780931770378855,0.08079377086614352,97.58707511540075
22,0.060604522776658704,0.07217539551639741,97.7968946705833
23,0.06192921296847303,0.09411902862972886,97.14645404951742
24,0.06749939857536752,0.1472937992145776,95.3629878304658
25,0.057545227747123014,0.08024433275978488,97.67100293747377
26,0.05205637697777367,0.0736370425336938,98.00671422576585
27,0.0572550699212268,0.07570330197876007,97.77591271506503
28,0.044714588417312996,0.06990185929243546,98.0276961812841
29,0.042982530414629586,0.07966984412945408,97.90180444817457
30,0.051200182908238065,0.07708778413522038,98.0696600923206
